state,date,ML,Low_90,High_90,Low_50,High_50
IA,2020-04-07,1.44,0.76,2.06,1.1,1.6400000000000001
IA,2020-04-08,1.46,0.77,2.05,1.12,1.6500000000000001
IA,2020-04-09,1.3900000000000001,0.74,1.99,1.06,1.58
IA,2020-04-10,1.33,0.66,1.9000000000000001,1.02,1.53
IA,2020-04-11,1.32,0.6900000000000001,1.9100000000000001,1.05,1.55
IA,2020-04-12,1.27,0.63,1.84,0.97,1.47
IA,2020-04-13,1.28,0.64,1.84,1.01,1.5
IA,2020-04-14,1.37,0.74,1.92,1.06,1.55
IA,2020-04-15,1.41,0.79,1.95,1.11,1.59
IA,2020-04-16,1.72,1.12,2.24,1.45,1.9100000000000001
IA,2020-04-17,1.86,1.28,2.35,1.59,2.0300000000000002
IA,2020-04-18,2.1,1.55,2.56,1.82,2.24
IA,2020-04-19,1.98,1.47,2.42,1.75,2.14
IA,2020-04-20,1.6500000000000001,1.1500000000000001,2.07,1.41,1.79
IA,2020-04-21,1.3,0.8200000000000001,1.73,1.05,1.43
IA,2020-04-22,0.97,0.48,1.4000000000000001,0.74,1.12
IA,2020-04-23,0.6,0.12,1.03,0.35000000000000003,0.74
ID,2020-03-26,2.7600000000000002,0.74,4.46,1.84,3.4
ID,2020-03-27,2.38,1.0,3.63,1.8,2.88
ID,2020-03-28,2.25,1.1300000000000001,3.25,1.76,2.63
ID,2020-03-29,2.22,1.26,3.08,1.78,2.5300000000000002
ID,2020-03-30,2.29,1.42,3.04,1.87,2.54
ID,2020-03-31,2.5300000000000002,1.78,3.23,2.16,2.7600000000000002
ID,2020-04-01,2.5500000000000003,1.84,3.16,2.24,2.7800000000000002
ID,2020-04-02,2.2600000000000002,1.6,2.82,1.97,2.47
ID,2020-04-03,1.78,1.16,2.33,1.51,1.99
ID,2020-04-04,1.23,0.6,1.77,0.9500000000000001,1.43
ID,2020-04-05,0.74,0.12,1.27,0.44,0.93
ID,2020-04-06,0.27,0.0,0.85,0.04,0.43
ID,2020-04-07,0.18,0.0,0.76,0.0,0.33
ID,2020-04-08,0.3,0.0,0.87,0.07,0.46
ID,2020-04-09,0.4,0.0,1.01,0.17,0.62
ID,2020-04-10,0.44,0.0,1.07,0.14,0.63
ID,2020-04-11,0.38,0.0,1.03,0.09,0.56
ID,2020-04-12,0.27,0.0,0.92,0.02,0.43
ID,2020-04-13,0.37,0.0,1.04,0.07,0.54
ID,2020-04-14,0.39,0.0,1.08,0.1,0.59
ID,2020-04-15,0.65,0.02,1.37,0.32,0.92
ID,2020-04-16,0.9,0.1,1.62,0.5,1.16
ID,2020-04-17,0.81,0.06,1.51,0.44,1.08
ID,2020-04-18,0.71,0.02,1.41,0.33,0.96
ID,2020-04-19,0.54,0.0,1.28,0.19,0.78
ID,2020-04-20,0.44,0.0,1.21,0.17,0.72
ID,2020-04-21,0.58,0.0,1.35,0.26,0.87
ID,2020-04-22,0.73,0.04,1.5,0.33,0.99
ID,2020-04-23,0.86,0.05,1.6,0.42,1.11
IL,2020-03-16,4.48,2.75,5.99,3.72,5.05
IL,2020-03-17,4.11,2.99,5.0600000000000005,3.61,4.46
IL,2020-03-18,3.6,2.7600000000000002,4.34,3.21,3.86
IL,2020-03-19,3.31,2.6,3.92,3.0,3.54
IL,2020-03-20,2.91,2.29,3.45,2.61,3.09
IL,2020-03-21,2.56,1.98,3.0500000000000003,2.29,2.73
IL,2020-03-22,2.29,1.74,2.75,2.02,2.44
IL,2020-03-23,2.36,1.86,2.81,2.14,2.5300000000000002
IL,2020-03-24,2.32,1.85,2.74,2.09,2.46
IL,2020-03-25,2.24,1.79,2.63,2.0100000000000002,2.36
IL,2020-03-26,2.38,1.95,2.74,2.16,2.49
IL,2020-03-27,2.13,1.73,2.47,1.92,2.23
IL,2020-03-28,2.02,1.6600000000000001,2.36,1.84,2.13
IL,2020-03-29,1.8800000000000001,1.54,2.21,1.7,1.98
IL,2020-03-30,1.6,1.23,1.8900000000000001,1.43,1.7
IL,2020-03-31,1.61,1.26,1.9000000000000001,1.42,1.69
IL,2020-04-01,1.69,1.35,1.97,1.51,1.77
IL,2020-04-02,1.5,1.18,1.78,1.34,1.59
IL,2020-04-03,1.51,1.19,1.78,1.37,1.61
IL,2020-04-04,1.35,1.06,1.6300000000000001,1.19,1.43
IL,2020-04-05,1.31,1.0,1.57,1.1400000000000001,1.3800000000000001
IL,2020-04-06,1.33,1.02,1.58,1.18,1.41
IL,2020-04-07,1.32,1.02,1.57,1.16,1.3900000000000001
IL,2020-04-08,1.29,0.99,1.53,1.16,1.3800000000000001
IL,2020-04-09,1.37,1.08,1.61,1.23,1.45
IL,2020-04-10,1.19,0.91,1.43,1.04,1.26
IL,2020-04-11,1.01,0.74,1.26,0.86,1.08
IL,2020-04-12,0.9,0.61,1.1400000000000001,0.76,0.98
IL,2020-04-13,0.8300000000000001,0.55,1.08,0.6900000000000001,0.91
IL,2020-04-14,0.9500000000000001,0.64,1.18,0.81,1.03
IL,2020-04-15,1.1,0.8200000000000001,1.35,0.96,1.18
IL,2020-04-16,1.12,0.8200000000000001,1.35,0.97,1.19
IL,2020-04-17,1.1400000000000001,0.86,1.3800000000000001,0.98,1.2
IL,2020-04-18,1.07,0.79,1.31,0.91,1.1300000000000001
IL,2020-04-19,1.1,0.81,1.33,0.9400000000000001,1.16
IL,2020-04-20,1.22,0.9500000000000001,1.46,1.1,1.31
IL,2020-04-21,1.25,0.99,1.49,1.11,1.32
IL,2020-04-22,1.36,1.1,1.59,1.21,1.42
IL,2020-04-23,1.41,1.1500000000000001,1.6300000000000001,1.28,1.48
IN,2020-03-21,3.48,1.6600000000000001,5.03,2.73,4.11
IN,2020-03-22,3.16,1.96,4.2,2.63,3.5500000000000003
IN,2020-03-23,3.02,2.08,3.83,2.59,3.31
IN,2020-03-24,3.18,2.4,3.85,2.8000000000000003,3.4
IN,2020-03-25,3.09,2.45,3.69,2.8000000000000003,3.31
IN,2020-03-26,2.9,2.31,3.42,2.61,3.0700000000000003
IN,2020-03-27,2.62,2.07,3.09,2.36,2.7800000000000002
IN,2020-03-28,2.3000000000000003,1.78,2.74,2.09,2.48
IN,2020-03-29,2.04,1.54,2.46,1.8,2.18
IN,2020-03-30,1.9000000000000001,1.45,2.33,1.6500000000000001,2.02
IN,2020-03-31,1.74,1.27,2.13,1.49,1.85
IN,2020-04-01,1.72,1.3,2.13,1.49,1.84
IN,2020-04-02,1.62,1.19,2.0,1.3900000000000001,1.73
IN,2020-04-03,1.53,1.11,1.9000000000000001,1.31,1.6400000000000001
IN,2020-04-04,1.43,1.0,1.78,1.24,1.56
IN,2020-04-05,1.31,0.89,1.6600000000000001,1.1,1.42
IN,2020-04-06,1.16,0.76,1.52,0.9400000000000001,1.26
IN,2020-04-07,1.1,0.71,1.47,0.89,1.21
IN,2020-04-08,1.02,0.63,1.3900000000000001,0.8,1.12
IN,2020-04-09,1.01,0.59,1.36,0.8,1.12
IN,2020-04-10,0.93,0.51,1.28,0.72,1.04
IN,2020-04-11,0.79,0.36,1.1400000000000001,0.6,0.92
IN,2020-04-12,0.71,0.29,1.08,0.5,0.8300000000000001
IN,2020-04-13,0.74,0.29,1.1,0.56,0.89
IN,2020-04-14,0.9,0.47000000000000003,1.28,0.67,1.01
IN,2020-04-15,1.1500000000000001,0.73,1.53,0.9500000000000001,1.28
IN,2020-04-16,1.3900000000000001,0.98,1.76,1.21,1.53
IN,2020-04-17,1.43,1.01,1.77,1.25,1.56
IN,2020-04-18,1.24,0.8300000000000001,1.58,1.04,1.35
IN,2020-04-19,0.9400000000000001,0.54,1.29,0.75,1.06
IN,2020-04-20,0.8,0.41000000000000003,1.17,0.58,0.9
IN,2020-04-21,0.76,0.34,1.12,0.5700000000000001,0.89
IN,2020-04-22,0.86,0.43,1.22,0.64,0.97
IN,2020-04-23,0.9500000000000001,0.52,1.31,0.73,1.06
KS,2020-03-26,2.5100000000000002,0.52,4.16,1.6500000000000001,3.19
KS,2020-03-27,2.27,0.86,3.49,1.68,2.7600000000000002
KS,2020-03-28,2.13,1.01,3.14,1.59,2.47
KS,2020-03-29,1.93,0.9400000000000001,2.8000000000000003,1.52,2.2800000000000002
KS,2020-03-30,1.76,0.86,2.56,1.35,2.05
KS,2020-03-31,1.6500000000000001,0.81,2.41,1.25,1.9100000000000001
KS,2020-04-01,1.57,0.74,2.2800000000000002,1.21,1.84
KS,2020-04-02,1.47,0.7000000000000001,2.19,1.16,1.77
KS,2020-04-03,1.49,0.72,2.18,1.1400000000000001,1.74
KS,2020-04-04,1.3800000000000001,0.64,2.07,1.03,1.62
KS,2020-04-05,1.44,0.6900000000000001,2.1,1.1,1.68
KS,2020-04-06,1.41,0.71,2.09,1.07,1.6400000000000001
KS,2020-04-07,1.37,0.66,2.02,1.04,1.6
KS,2020-04-08,1.33,0.65,1.99,1.03,1.58
KS,2020-04-09,1.24,0.54,1.87,0.9,1.45
KS,2020-04-10,1.03,0.34,1.6600000000000001,0.7000000000000001,1.25
KS,2020-04-11,0.87,0.15,1.46,0.5700000000000001,1.12
KS,2020-04-12,0.68,0.03,1.26,0.33,0.88
KS,2020-04-13,0.71,0.04,1.31,0.39,0.9500000000000001
KS,2020-04-14,0.89,0.15,1.52,0.52,1.11
KS,2020-04-15,1.05,0.3,1.71,0.7000000000000001,1.29
KS,2020-04-16,1.21,0.46,1.87,0.88,1.46
KS,2020-04-17,1.37,0.65,2.02,1.07,1.6300000000000001
KS,2020-04-18,1.28,0.56,1.9000000000000001,0.9500000000000001,1.5
KS,2020-04-19,1.31,0.63,1.94,0.99,1.53
KS,2020-04-20,1.56,0.88,2.16,1.23,1.76
KS,2020-04-21,1.71,1.05,2.2800000000000002,1.3900000000000001,1.9000000000000001
KS,2020-04-22,1.9000000000000001,1.27,2.44,1.62,2.1
KS,2020-04-23,2.0,1.3900000000000001,2.5,1.7,2.16
KY,2020-03-25,2.4,0.39,4.08,1.49,3.08
KY,2020-03-26,2.47,1.07,3.77,1.86,2.97
KY,2020-03-27,2.43,1.31,3.45,1.92,2.8000000000000003
KY,2020-03-28,2.15,1.19,3.0300000000000002,1.69,2.45
KY,2020-03-29,2.0100000000000002,1.1500000000000001,2.81,1.6500000000000001,2.33
KY,2020-03-30,1.87,1.05,2.6,1.48,2.12
KY,2020-03-31,1.79,1.02,2.49,1.41,2.02
KY,2020-04-01,1.7,0.93,2.35,1.3800000000000001,1.96
KY,2020-04-02,1.57,0.8300000000000001,2.21,1.22,1.79
KY,2020-04-03,1.3800000000000001,0.66,2.02,1.05,1.61
KY,2020-04-04,1.18,0.49,1.84,0.84,1.4000000000000001
KY,2020-04-05,1.06,0.32,1.68,0.75,1.31
KY,2020-04-06,1.26,0.55,1.92,0.9,1.47
KY,2020-04-07,1.8900000000000001,1.2,2.52,1.61,2.15
KY,2020-04-08,2.07,1.44,2.67,1.76,2.27
KY,2020-04-09,2.05,1.42,2.58,1.74,2.22
KY,2020-04-10,1.76,1.16,2.27,1.46,1.92
KY,2020-04-11,1.3,0.7000000000000001,1.8,1.04,1.49
KY,2020-04-12,0.9500000000000001,0.36,1.47,0.67,1.1300000000000001
KY,2020-04-13,0.71,0.14,1.23,0.4,0.87
KY,2020-04-14,0.59,0.04,1.1,0.3,0.77
KY,2020-04-15,0.8300000000000001,0.21,1.3900000000000001,0.53,1.03
KY,2020-04-16,0.92,0.25,1.46,0.64,1.1400000000000001
KY,2020-04-17,1.17,0.51,1.72,0.86,1.36
KY,2020-04-18,1.31,0.7000000000000001,1.87,1.04,1.52
KY,2020-04-19,1.33,0.74,1.8800000000000001,1.06,1.53
KY,2020-04-20,1.36,0.76,1.8800000000000001,1.09,1.55
KY,2020-04-21,1.24,0.66,1.76,1.0,1.45
KY,2020-04-22,1.1500000000000001,0.56,1.6600000000000001,0.89,1.34
KY,2020-04-23,1.03,0.44,1.54,0.78,1.23
LA,2020-03-16,3.13,1.21,4.75,2.29,3.75
LA,2020-03-17,3.2,1.94,4.28,2.65,3.61
LA,2020-03-18,3.0100000000000002,2.06,3.87,2.5500000000000003,3.3000000000000003
LA,2020-03-19,3.0700000000000003,2.3000000000000003,3.8000000000000003,2.7,3.3200000000000003
LA,2020-03-20,3.11,2.44,3.73,2.81,3.34
LA,2020-03-21,2.87,2.25,3.4,2.61,3.08
LA,2020-03-22,2.77,2.24,3.2800000000000002,2.5100000000000002,2.94
LA,2020-03-23,2.66,2.15,3.11,2.4,2.8000000000000003
LA,2020-03-24,2.44,1.94,2.84,2.21,2.58
LA,2020-03-25,2.3000000000000003,1.87,2.71,2.08,2.43
LA,2020-03-26,1.87,1.44,2.25,1.6400000000000001,1.98
LA,2020-03-27,1.58,1.1400000000000001,1.94,1.37,1.7
LA,2020-03-28,1.77,1.34,2.12,1.57,1.8900000000000001
LA,2020-03-29,2.0100000000000002,1.6,2.34,1.8,2.11
LA,2020-03-30,2.94,2.57,3.24,2.75,3.0300000000000002
LA,2020-03-31,2.9,2.58,3.17,2.7600000000000002,3.0
LA,2020-04-01,2.77,2.48,3.0100000000000002,2.63,2.85
LA,2020-04-02,2.02,1.75,2.25,1.8800000000000001,2.09
LA,2020-04-03,1.51,1.24,1.73,1.3900000000000001,1.59
LA,2020-04-04,0.97,0.6900000000000001,1.19,0.8300000000000001,1.04
LA,2020-04-05,0.62,0.35000000000000003,0.86,0.5,0.71
LA,2020-04-06,0.39,0.12,0.64,0.25,0.47000000000000003
LA,2020-04-07,0.56,0.26,0.81,0.4,0.63
LA,2020-04-08,0.35000000000000003,0.05,0.59,0.2,0.43
LA,2020-04-09,0.46,0.14,0.72,0.31,0.55
LA,2020-04-10,0.07,0.0,0.38,0.0,0.16
LA,2020-04-11,0.01,0.0,0.35000000000000003,0.0,0.14
LA,2020-04-12,0.05,0.0,0.38,0.0,0.16
LA,2020-04-13,0.01,0.0,0.38,0.0,0.15
LA,2020-04-14,0.26,0.0,0.55,0.1,0.35000000000000003
LA,2020-04-15,0.54,0.13,0.87,0.34,0.65
LA,2020-04-16,0.74,0.33,1.1,0.54,0.86
LA,2020-04-17,0.92,0.5,1.27,0.71,1.03
LA,2020-04-18,0.8200000000000001,0.4,1.17,0.61,0.93
LA,2020-04-19,0.76,0.33,1.11,0.56,0.88
LA,2020-04-20,0.72,0.29,1.08,0.5,0.8300000000000001
LA,2020-04-21,0.76,0.34,1.1400000000000001,0.56,0.89
LA,2020-04-22,0.86,0.41000000000000003,1.22,0.67,1.0
LA,2020-04-23,0.99,0.5700000000000001,1.37,0.79,1.12
MA,2020-03-17,3.0100000000000002,1.05,4.66,2.18,3.67
MA,2020-03-18,3.14,1.85,4.25,2.54,3.5300000000000002
MA,2020-03-19,2.97,1.98,3.84,2.58,3.34
MA,2020-03-20,2.74,1.9000000000000001,3.47,2.34,2.99
MA,2020-03-21,2.95,2.24,3.6,2.62,3.18
MA,2020-03-22,3.46,2.82,4.0,3.14,3.63
MA,2020-03-23,3.6,3.0500000000000003,4.0600000000000005,3.3200000000000003,3.74
MA,2020-03-24,3.5500000000000003,3.08,3.95,3.3200000000000003,3.68
MA,2020-03-25,3.31,2.92,3.68,3.09,3.41
MA,2020-03-26,2.75,2.36,3.06,2.56,2.85
MA,2020-03-27,2.23,1.8800000000000001,2.54,2.08,2.35
MA,2020-03-28,1.76,1.42,2.06,1.58,1.85
MA,2020-03-29,1.49,1.16,1.79,1.33,1.59
MA,2020-03-30,1.47,1.1400000000000001,1.76,1.3,1.56
MA,2020-03-31,1.56,1.22,1.83,1.41,1.6600000000000001
MA,2020-04-01,1.6400000000000001,1.34,1.92,1.5,1.74
MA,2020-04-02,1.52,1.2,1.77,1.35,1.59
MA,2020-04-03,1.36,1.05,1.61,1.21,1.44
MA,2020-04-04,1.18,0.89,1.44,1.03,1.26
MA,2020-04-05,1.1400000000000001,0.84,1.3900000000000001,0.98,1.21
MA,2020-04-06,1.3900000000000001,1.1,1.6400000000000001,1.27,1.49
MA,2020-04-07,1.62,1.33,1.85,1.46,1.68
MA,2020-04-08,1.73,1.45,1.95,1.58,1.79
MA,2020-04-09,1.84,1.59,2.06,1.7,1.9000000000000001
MA,2020-04-10,1.46,1.21,1.67,1.34,1.53
MA,2020-04-11,1.1300000000000001,0.87,1.33,1.0,1.19
MA,2020-04-12,0.86,0.62,1.08,0.75,0.9400000000000001
MA,2020-04-13,0.75,0.5,0.97,0.61,0.81
MA,2020-04-14,0.89,0.62,1.1,0.75,0.9500000000000001
MA,2020-04-15,1.1,0.85,1.32,0.96,1.16
MA,2020-04-16,1.1400000000000001,0.88,1.35,1.03,1.22
MA,2020-04-17,1.17,0.92,1.3800000000000001,1.05,1.24
MA,2020-04-18,0.9500000000000001,0.7000000000000001,1.16,0.8300000000000001,1.02
MA,2020-04-19,0.73,0.48,0.9500000000000001,0.59,0.79
MA,2020-04-20,0.93,0.66,1.1400000000000001,0.79,0.99
MA,2020-04-21,1.11,0.86,1.33,0.97,1.17
MA,2020-04-22,1.36,1.11,1.57,1.24,1.43
MA,2020-04-23,1.54,1.31,1.75,1.4000000000000001,1.59
MD,2020-03-20,2.2800000000000002,0.36,3.88,1.4000000000000001,2.92
MD,2020-03-21,2.17,0.76,3.38,1.57,2.65
MD,2020-03-22,2.07,0.96,3.09,1.54,2.42
MD,2020-03-23,2.24,1.28,3.1,1.8,2.5500000000000003
MD,2020-03-24,2.52,1.68,3.27,2.18,2.83
MD,2020-03-25,2.74,2.0100000000000002,3.41,2.39,2.97
MD,2020-03-26,2.81,2.15,3.4,2.48,3.0
MD,2020-03-27,2.61,1.99,3.13,2.32,2.79
MD,2020-03-28,2.33,1.76,2.82,2.05,2.49
MD,2020-03-29,2.09,1.55,2.56,1.82,2.24
MD,2020-03-30,1.8900000000000001,1.36,2.34,1.6600000000000001,2.06
MD,2020-03-31,1.87,1.35,2.3000000000000003,1.6300000000000001,2.02
MD,2020-04-01,1.84,1.35,2.2600000000000002,1.59,1.97
MD,2020-04-02,1.85,1.37,2.25,1.6400000000000001,2.0
MD,2020-04-03,1.78,1.34,2.18,1.56,1.9100000000000001
MD,2020-04-04,1.55,1.12,1.94,1.34,1.68
MD,2020-04-05,1.79,1.35,2.15,1.58,1.9100000000000001
MD,2020-04-06,1.85,1.44,2.2,1.68,1.99
MD,2020-04-07,1.93,1.56,2.2800000000000002,1.74,2.04
MD,2020-04-08,1.87,1.5,2.19,1.68,1.97
MD,2020-04-09,1.56,1.2,1.87,1.37,1.6500000000000001
MD,2020-04-10,1.27,0.93,1.59,1.08,1.36
MD,2020-04-11,0.98,0.62,1.29,0.8,1.08
MD,2020-04-12,0.64,0.29,0.97,0.48,0.76
MD,2020-04-13,0.76,0.39,1.09,0.58,0.87
MD,2020-04-14,0.9,0.51,1.22,0.72,1.01
MD,2020-04-15,1.08,0.7000000000000001,1.4000000000000001,0.89,1.18
MD,2020-04-16,1.16,0.8,1.49,0.97,1.26
MD,2020-04-17,1.19,0.8300000000000001,1.51,1.02,1.3
MD,2020-04-18,1.08,0.71,1.3900000000000001,0.91,1.19
MD,2020-04-19,0.9500000000000001,0.59,1.27,0.78,1.06
MD,2020-04-20,0.96,0.58,1.27,0.81,1.09
MD,2020-04-21,0.99,0.61,1.3,0.84,1.12
MD,2020-04-22,1.1,0.74,1.42,0.93,1.21
MD,2020-04-23,1.27,0.91,1.58,1.08,1.36
ME,2020-03-29,1.74,0.04,3.35,0.8300000000000001,2.36
ME,2020-03-30,1.58,0.17,2.79,0.89,2.05
ME,2020-03-31,1.6,0.36,2.67,1.05,2.0300000000000002
ME,2020-04-01,1.4000000000000001,0.33,2.38,0.92,1.79
ME,2020-04-02,1.29,0.24,2.15,0.8200000000000001,1.6300000000000001
ME,2020-04-03,1.17,0.18,1.98,0.72,1.49
ME,2020-04-04,0.98,0.1,1.77,0.54,1.28
ME,2020-04-05,0.77,0.0,1.53,0.34,1.04
ME,2020-04-06,0.61,0.0,1.43,0.25,0.91
ME,2020-04-07,0.53,0.0,1.3900000000000001,0.18,0.8200000000000001
ME,2020-04-08,0.58,0.0,1.44,0.2,0.86
ME,2020-04-09,0.67,0.0,1.52,0.3,0.99
ME,2020-04-10,0.88,0.05,1.71,0.4,1.1500000000000001
ME,2020-04-11,1.1,0.14,1.92,0.67,1.44
ME,2020-04-12,1.26,0.31,2.12,0.79,1.56
ME,2020-04-13,1.29,0.34,2.12,0.8300000000000001,1.58
ME,2020-04-14,1.26,0.34,2.08,0.8300000000000001,1.56
ME,2020-04-15,1.12,0.23,1.9100000000000001,0.67,1.3900000000000001
ME,2020-04-16,0.97,0.09,1.7,0.51,1.22
ME,2020-04-17,0.67,0.0,1.43,0.27,0.93
ME,2020-04-18,0.49,0.0,1.32,0.14,0.75
ME,2020-04-19,0.41000000000000003,0.0,1.27,0.13,0.7000000000000001
ME,2020-04-20,0.4,0.0,1.26,0.1,0.66
ME,2020-04-21,0.44,0.0,1.32,0.14,0.73
ME,2020-04-22,0.52,0.0,1.42,0.18,0.8200000000000001
ME,2020-04-23,0.66,0.0,1.55,0.29,0.99
MI,2020-03-07,3.36,1.47,5.0200000000000005,2.54,4.0
MI,2020-03-08,3.37,2.17,4.49,2.7800000000000002,3.74
MI,2020-03-09,3.42,2.5100000000000002,4.2700000000000005,2.97,3.7
MI,2020-03-10,3.37,2.6,4.04,3.04,3.63
MI,2020-03-11,3.15,2.48,3.72,2.84,3.35
MI,2020-03-12,2.86,2.3000000000000003,3.4,2.57,3.0300000000000002
MI,2020-03-13,2.68,2.16,3.17,2.41,2.83
MI,2020-03-14,2.5100000000000002,2.02,2.96,2.27,2.66
MI,2020-03-15,2.39,1.9000000000000001,2.79,2.14,2.5100000000000002
MI,2020-03-16,2.19,1.74,2.58,1.96,2.31
MI,2020-03-17,2.04,1.61,2.41,1.84,2.17
MI,2020-03-18,1.82,1.41,2.18,1.62,1.94
MI,2020-03-19,1.61,1.21,1.96,1.42,1.73
MI,2020-03-20,1.47,1.06,1.8,1.25,1.56
MI,2020-03-21,1.3800000000000001,0.98,1.71,1.19,1.49
MI,2020-03-22,1.31,0.92,1.6400000000000001,1.11,1.41
MI,2020-03-23,1.3,0.92,1.6300000000000001,1.1400000000000001,1.43
MI,2020-03-24,1.34,0.9500000000000001,1.6500000000000001,1.1500000000000001,1.44
MI,2020-03-25,1.31,0.93,1.62,1.16,1.44
MI,2020-03-26,1.27,0.9,1.58,1.1,1.3800000000000001
MI,2020-03-27,1.25,0.88,1.55,1.06,1.34
MI,2020-03-28,1.29,0.93,1.59,1.1300000000000001,1.4000000000000001
MI,2020-03-29,1.36,1.0,1.6500000000000001,1.18,1.45
MI,2020-03-30,1.5,1.1500000000000001,1.78,1.33,1.59
MI,2020-03-31,1.54,1.21,1.82,1.3900000000000001,1.6400000000000001
MI,2020-04-01,1.57,1.25,1.84,1.3900000000000001,1.6400000000000001
MI,2020-04-02,1.45,1.1300000000000001,1.71,1.3,1.54
MI,2020-04-03,1.34,1.02,1.59,1.17,1.41
MI,2020-04-04,1.16,0.87,1.43,1.03,1.26
MI,2020-04-05,0.9500000000000001,0.64,1.21,0.78,1.02
MI,2020-04-06,0.76,0.44,1.02,0.6,0.84
MI,2020-04-07,0.77,0.44,1.03,0.62,0.86
MI,2020-04-08,0.85,0.53,1.12,0.67,0.92
MI,2020-04-09,0.86,0.55,1.1400000000000001,0.6900000000000001,0.9400000000000001
MI,2020-04-10,0.93,0.6,1.2,0.76,1.01
MI,2020-04-11,1.09,0.77,1.36,0.91,1.16
MI,2020-04-12,1.1,0.78,1.37,0.96,1.2
MI,2020-04-13,1.1400000000000001,0.84,1.42,1.0,1.24
MI,2020-04-14,1.04,0.73,1.31,0.89,1.1300000000000001
MI,2020-04-15,0.92,0.62,1.2,0.78,1.02
MI,2020-04-16,0.76,0.45,1.04,0.59,0.84
MI,2020-04-17,0.43,0.1,0.7000000000000001,0.27,0.52
MI,2020-04-18,0.31,0.0,0.5700000000000001,0.15,0.4
MI,2020-04-19,0.54,0.2,0.85,0.38,0.65
MI,2020-04-20,1.01,0.65,1.31,0.85,1.12
MI,2020-04-21,1.4000000000000001,1.07,1.7,1.24,1.5
MI,2020-04-22,1.56,1.23,1.84,1.42,1.67
MI,2020-04-23,1.61,1.28,1.87,1.47,1.71
MN,2020-03-22,1.9000000000000001,0.1,3.46,0.99,2.5100000000000002
MN,2020-03-23,1.95,0.5,3.18,1.26,2.39
MN,2020-03-24,1.71,0.53,2.7600000000000002,1.17,2.1
MN,2020-03-25,1.59,0.52,2.5100000000000002,1.1400000000000001,1.96
MN,2020-03-26,1.6,0.65,2.48,1.1300000000000001,1.8900000000000001
MN,2020-03-27,1.56,0.65,2.37,1.1300000000000001,1.84
MN,2020-03-28,1.59,0.71,2.35,1.21,1.8800000000000001
MN,2020-03-29,1.56,0.73,2.3000000000000003,1.16,1.81
MN,2020-03-30,1.44,0.67,2.19,1.06,1.69
MN,2020-03-31,1.3,0.5,2.0,0.92,1.54
MN,2020-04-01,1.25,0.45,1.94,0.92,1.53
MN,2020-04-02,1.19,0.39,1.87,0.8300000000000001,1.44
MN,2020-04-03,1.1400000000000001,0.36,1.83,0.78,1.3900000000000001
MN,2020-04-04,1.19,0.41000000000000003,1.8800000000000001,0.8200000000000001,1.43
MN,2020-04-05,1.25,0.48,1.94,0.91,1.51
MN,2020-04-06,1.32,0.56,2.0,0.99,1.58
MN,2020-04-07,1.3900000000000001,0.64,2.05,1.05,1.6300000000000001
MN,2020-04-08,1.3800000000000001,0.65,2.0300000000000002,1.03,1.6
MN,2020-04-09,1.55,0.8200000000000001,2.17,1.25,1.8
MN,2020-04-10,1.52,0.85,2.15,1.18,1.72
MN,2020-04-11,1.35,0.67,1.95,1.02,1.55
MN,2020-04-12,1.2,0.53,1.8,0.92,1.44
MN,2020-04-13,1.06,0.39,1.6600000000000001,0.72,1.25
MN,2020-04-14,1.04,0.36,1.6400000000000001,0.72,1.25
MN,2020-04-15,1.2,0.5,1.79,0.88,1.41
MN,2020-04-16,1.34,0.6900000000000001,1.95,1.03,1.55
MN,2020-04-17,1.53,0.86,2.09,1.2,1.71
MN,2020-04-18,1.46,0.8200000000000001,2.0100000000000002,1.16,1.6500000000000001
MN,2020-04-19,1.28,0.66,1.83,1.0,1.48
MN,2020-04-20,1.27,0.66,1.82,0.98,1.46
MN,2020-04-21,1.25,0.64,1.79,0.9400000000000001,1.42
MN,2020-04-22,1.31,0.7000000000000001,1.84,1.03,1.5
MN,2020-04-23,1.4000000000000001,0.79,1.9100000000000001,1.12,1.58
MO,2020-03-22,4.09,2.17,5.74,3.34,4.8
MO,2020-03-23,3.8000000000000003,2.57,4.87,3.22,4.17
MO,2020-03-24,3.6,2.68,4.42,3.16,3.88
MO,2020-03-25,3.2600000000000002,2.49,3.93,2.92,3.5100000000000002
MO,2020-03-26,2.65,1.95,3.23,2.31,2.84
MO,2020-03-27,2.17,1.52,2.72,1.8900000000000001,2.38
MO,2020-03-28,1.99,1.3900000000000001,2.54,1.68,2.16
MO,2020-03-29,1.83,1.22,2.34,1.55,2.0100000000000002
MO,2020-03-30,1.9100000000000001,1.33,2.41,1.61,2.06
MO,2020-03-31,1.98,1.46,2.49,1.71,2.14
MO,2020-04-01,1.83,1.3,2.29,1.57,1.98
MO,2020-04-02,1.51,0.99,1.96,1.26,1.6600000000000001
MO,2020-04-03,1.22,0.6900000000000001,1.6600000000000001,0.97,1.37
MO,2020-04-04,1.06,0.53,1.51,0.84,1.24
MO,2020-04-05,1.1400000000000001,0.62,1.6,0.93,1.33
MO,2020-04-06,1.24,0.73,1.7,1.0,1.4000000000000001
MO,2020-04-07,1.29,0.77,1.73,1.08,1.47
MO,2020-04-08,1.22,0.73,1.67,0.98,1.37
MO,2020-04-09,1.02,0.52,1.46,0.77,1.16
